Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;Réglementaire;type d'évaluation;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2023/01/01 00:00:00;2023/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR02008;Port de Bouc Leque;Urbaine;CO;Industrielle;Oui;mesures indicatives;Moy. annuelle;0.2;0.20015971578622135;mg-m3;;;;R;1;43.401952;4.981919
2023/01/01 00:00:00;2023/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR03043;MARSEILLE 5 AVENUES;Urbaine;CO;Fond;Oui;mesures fixes;Moy. annuelle;0.31;0.3137483001457017;mg-m3;94.0;100.0;94.0;R;1;43.305287;5.394716
2023/01/01 00:00:00;2023/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;CO;Fond;Oui;estimation objective;Moy. annuelle;0.21;0.20872217661545622;mg-m3;97.0;100.0;97.0;R;1;48.86212;2.344616
2023/01/01 00:00:00;2023/12/31 23:59:59;ATMO NORMANDIE;FR28ZAR01;ZAR LE-HAVRE;FR05083;Gonfreville l Orcher;Urbaine;CO;Industrielle;Oui;estimation objective;Moy. annuelle;0.19;0.1850868942468362;mg-m3;96.0;100.0;96.0;R;1;49.50273;0.232486
2023/01/01 00:00:00;2023/12/31 23:59:59;ATMO NORMANDIE;FR28ZAR01;ZAR LE-HAVRE;FR05084;NDGravenchon Pasteur;Urbaine;CO;Industrielle;Oui;estimation objective;Moy. annuelle;0.15;0.14577231817076128;mg-m3;94.0;100.0;94.0;R;1;49.493332;0.571853
2023/01/01 00:00:00;2023/12/31 23:59:59;ATMO NOUVELLE-AQUITAINE;FR75ZRE02;ZR NOUVELLE-AQUITAINE;FR09404;Poitiers Centre  Augouard;Urbaine;CO;Fond;Oui;estimation objective;Moy. annuelle;0.23;0.23481869093454677;mg-m3;98.0;100.0;98.0;R;1;46.583998;0.345582
2023/01/01 00:00:00;2023/12/31 23:59:59;ATMO HAUTS DE FRANCE;FR32ZAR01;ZAR COTE-D-OPALE;FR10034;Grande-synthe;Urbaine;CO;Industrielle;Oui;estimation objective;Moy. annuelle;0.12;0.12183227625088128;mg-m3;97.0;100.0;97.0;R;1;51.02446;2.30215
2023/01/01 00:00:00;2023/12/31 23:59:59;ATMO HAUTS DE FRANCE;FR32ZAG02;ZAG LILLE;FR11034;Roubaix Serres;Urbaine;CO;Trafic;Oui;estimation objective;Moy. annuelle;0.19;0.1922072103202022;mg-m3;99.0;100.0;99.0;R;1;50.706535;3.18066
2023/01/01 00:00:00;2023/12/31 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12020;PEYRUSSE;Rurale nationale;CO;Fond;Oui;estimation objective;Moy. annuelle;0.15;0.1481120629775409;mg-m3;99.0;100.0;99.0;R;1;43.6287;0.179069
2023/01/01 00:00:00;2023/12/31 23:59:59;ATMO GRAND EST;FR44ZRE01;ZR GRAND-EST;FR16069;Mulhouse-Briand;Urbaine;CO;Trafic;Oui;mesures fixes;Moy. annuelle;0.23;0.22858279890059519;mg-m3;100.0;100.0;100.0;R;1;47.747684;7.321364
